"SURVEY","Sub_catchment_index","SITE","JULIAN_DAY","WETTED_AREA","METHOD","d_0","AVG_LENGTH_0","TOT_COUNT_0","d_1","AVG_LENGTH_1","TOT_COUNT_1","d_2","AVG_LENGTH_2","TOT_COUNT_2"
1980,"UPS","14",242,240,"Successive removal",0.24,51.7,56,0.021,86,5,0.002,NA,NA
1980,"UPS","15",228,360,"Successive removal",0.137,50.8,48,0.02,69.4,7,0.006,93,2
1980,"UPS","16",227,400,"Successive removal",0.07,47.8,27,0.048,78.3,19,0.022,110.8,9
1980,"UPS","17",224,363,"Successive removal",0.136,51.5,48,0.022,81.8,8,0.002,NA,NA
1980,"UPS","19",225,300,"Successive removal",0.14,48.9,41,0.024,89.4,7,0.022,113.7,7
1980,"UPS","20",225,330,"Successive removal",0.085,51,27,0.011,88,3,0.029,105.5,10
1980,"UPS","21",220,468,"Successive removal",0.134,48.8,61,0.043,84.8,20,0.021,118.5,10
1980,"UPS","22",238,300,"Successive removal",0.132,52.9,39,0.137,79.2,41,0.025,109.9,8
1980,"UPS","23",238,600,"Successive removal",0.172,50.4,100,0.114,95.2,67,0.03,114.1,18
1980,"OTH","9",175,299.2,"Successive removal",0,NA,NA,0.006,90.5,2,0.006,108,2
1981,"RES","10",210,337.5,"Successive removal",0.003,NA,NA,0.003,NA,NA,0.001,NA,NA
1981,"RES","11",196,403,"Successive removal",0.066,35.9,26,0.074,73.3,30,0.001,NA,NA
1981,"RES","12",183,285,"Successive removal",0.003,NA,NA,0.048,89.8,14,0.024,128,8
1981,"RES","13",216,175,"Successive removal",0.005,NA,NA,0.004,NA,NA,0.001,NA,NA
1981,"RES","3",203,400,"Successive removal",0.144,40.2,56,0.09,81.1,36,0.001,NA,NA
1981,"RES","4",203,400,"Successive removal",0.117,41,46,0.085,78.3,34,0.002,118,1
1981,"RES","5",204,330,"Successive removal",0.24,38,77,0.033,83.5,11,0.005,110.5,2
1981,"RES","6",202,400,"Successive removal",0.237,37.3,92,0.003,NA,NA,0.001,NA,NA
1981,"RES","7",218,336,"Successive removal",0.134,43.3,44,0.106,80.8,36,0.009,115.5,4
1981,"RES","8",211,275,"Successive removal",0.313,39.9,85,0.015,66.8,4,0.005,95.5,2
1981,"KED","27",209,495,"Successive removal",0.238,40.1,114,0.018,81.9,9,0,NA,NA
1981,"KED","28",198,350,"Successive removal",0.283,33.2,96,0.036,79.5,13,0,NA,NA
1981,"KED","29",209,350,"Successive removal",0.189,39.2,64,0.019,74.4,7,0,NA,NA
1981,"KED","30",181,315,"Successive removal",0.735,29.9,220,0.007,75.5,2,0.002,98,1
1981,"KED","32",243,337.5,"Successive removal",0.044,51.6,14,0.003,NA,NA,0.001,NA,NA
1981,"KED","36",197,378,"Successive removal",0.076,31.1,27,0.058,74.4,22,0.007,114.2,4
1981,"KED","38",189,351,"Successive removal",0.119,30,40,0.045,75.5,16,0.006,98,3
1981,"KED","39",188,408,"Successive removal",0.103,28.2,40,0.017,65.9,7,0,NA,NA
1981,"KED","40",188,405,"Successive removal",0.153,29.2,59,0.027,73.5,11,0,NA,NA
1981,"KED","41",189,408,"Successive removal",0.085,29.7,33,0.026,71.6,11,0,NA,NA
1981,"KED","42",187,400,"Successive removal",0.066,29.8,25,0.002,NA,NA,0.001,128,1
1981,"LMR","43",201,468,"Successive removal",0.103,39.5,46,0.021,67.5,10,0,NA,NA
1981,"LMR","44",201,338,"Successive removal",0.233,38.1,76,0.034,79.2,12,0,NA,NA
1981,"LMR","45",217,368,"Successive removal",0.226,46.5,81,0.004,93,1,0.001,103,1
1981,"LMR","46",217,280,"Successive removal",0.14,46.3,38,0.017,83,5,0,NA,NA
1981,"LMR","47",222,300,"Successive removal",0.269,41.5,79,0.013,81.8,4,0.001,93,1
1981,"LMR","48",197,450,"Successive removal",0.066,35.9,28,0.064,69.4,29,0,NA,NA
1981,"LMR","49",216,297,"Successive removal",0.135,51.1,39,0.002,NA,NA,0.021,121.1,8
1981,"LMR","50",223,448,"Successive removal",0.085,44.2,37,0.013,79.7,6,0,NA,NA
1981,"LMR","51",182,336,"Successive removal",0.164,31.7,53,0.046,77.4,16,0,NA,NA
1981,"LMR","52",195,688.5,"Successive removal",0.052,33.1,34,0.007,66,5,0,NA,NA
1981,"LMR","53",190,406.1,"Successive removal",0.108,30.9,42,0.019,71.1,8,0,NA,NA
1981,"LMR","54",182,279,"Successive removal",0.261,28.8,70,0.011,69.7,3,0,NA,NA
1981,"LMR","55",176,391,"Successive removal",0.07,29.2,26,0.002,NA,NA,0,NA,NA
1981,"UPS","14",204,325,"Successive removal",0.202,38.2,63,0.05,73,16,0.001,NA,NA
1981,"UPS","15",231,360,"Successive removal",0.168,46.4,59,0.023,73,8,0.003,98,1
1981,"UPS","16",231,400,"Successive removal",0.102,47.6,39,0.05,83.2,20,0.003,108,1
1981,"UPS","17",229,363,"Successive removal",0.195,47.5,69,0.017,87.2,6,0.003,113,1
1981,"UPS","19",232,360,"Successive removal",0.169,45.9,59,0.02,73,7,0.001,NA,NA
1981,"UPS","20",232,330,"Successive removal",0.159,45.8,51,0.025,74.9,8,0.001,NA,NA
1981,"UPS","21",237,400,"Successive removal",0.197,46.9,76,0.021,83.6,8,0.011,102,5
1981,"UPS","22",238,308,"Successive removal",0.341,52.9,103,0.071,83.2,22,0.02,105.1,7
1981,"UPS","23",236,483,"Successive removal",0.441,50.6,206,0.133,85.7,64,0.044,120.3,22
1981,"UPS","26",238,300,"Successive removal",0.079,49.1,23,0.043,79.9,13,0.03,94.5,10
1981,"OTH","9",184,297,"Successive removal",0.066,26.9,19,0.024,64.4,7,0,NA,NA
1982,"RES","10",216,336,"Successive removal",0.002,NA,NA,0.003,NA,NA,0.001,NA,NA
1982,"RES","11",180,224,"Successive removal",0.003,NA,NA,0.122,73.4,28,0.001,NA,NA
1982,"RES","12",180,270,"Successive removal",0.002,NA,NA,0.008,53,2,0.002,118,1
1982,"RES","13",181,225,"Successive removal",0.003,NA,NA,0.004,NA,NA,0.001,NA,NA
1982,"RES","4",231,400,"Successive removal",0.022,50.2,9,0.074,81.3,30,0.003,113,2
1982,"RES","5",229,397.5,"Successive removal",0.032,46.1,13,0.07,80.3,28,0,NA,NA
1982,"RES","6",228,400,"Successive removal",0.052,41.6,21,0.003,NA,NA,0,NA,NA
1982,"RES","7",223,308,"Successive removal",0.14,45.1,43,0.105,73.5,33,0.006,109.7,3
1982,"RES","8",221,275,"Successive removal",0.214,43.9,59,0.045,72.6,13,0.001,NA,NA
1982,"KED","27",188,363,"Successive removal",0.065,33,23,0.016,70.5,6,0,NA,NA
1982,"KED","28",215,385,"Successive removal",0.115,39.6,43,0.019,76.1,8,0,NA,NA
1982,"KED","29",194,350,"Successive removal",0.035,34.7,12,0.002,NA,NA,0,NA,NA
1982,"KED","30",181,441,"Successive removal",0.59,30.2,246,0.005,55.5,2,0,NA,NA
1982,"KED","32",193,351,"Successive removal",0.041,31.6,14,0.002,NA,NA,0,NA,NA
1982,"KED","34",251,360,"Successive removal",0.003,NA,NA,0.002,NA,NA,0,NA,NA
1982,"KED","35",238,255,"Successive removal",0.003,NA,NA,0.002,NA,NA,0,NA,NA
1982,"KED","36",189,351,"Successive removal",0.003,NA,NA,0.067,74.7,24,0,NA,NA
1982,"KED","38",196,324,"Successive removal",0.222,34.7,70,0.053,79.1,18,0.001,128,1
1982,"KED","39",208,442,"Successive removal",0.076,37.2,33,0.046,76.8,21,0,NA,NA
1982,"KED","40",196,360,"Successive removal",0.097,29.9,34,0.032,69.2,12,0.001,103,1
1982,"KED","41",209,408,"Successive removal",0.138,40.5,55,0.019,81.1,8,0,NA,NA
1982,"KED","42",193,440,"Successive removal",0.06,30.7,26,0.005,65.5,2,0.019,110,10
1982,"LMR","43",195,440,"Successive removal",0.053,38.4,23,0.002,NA,NA,0.001,NA,NA
1982,"LMR","44",195,312,"Successive removal",0.094,34.7,29,0.002,NA,NA,0.001,NA,NA
1982,"LMR","45",202,368,"Successive removal",0.039,40.1,14,0.002,NA,NA,0.001,NA,NA
1982,"LMR","46",201,280,"Successive removal",0.046,41.8,13,0.019,78,6,0.002,118,1
1982,"LMR","47",201,255,"Successive removal",0.059,41.7,15,0.008,63,2,0.002,88,1
1982,"LMR","48",187,425,"Successive removal",0.002,NA,NA,0.131,72.3,56,0.002,123,1
1982,"LMR","49",207,378,"Successive removal",0.004,48,1,0.139,95.2,53,0.013,120.5,6
1982,"LMR","50",200,384,"Successive removal",0.042,45.2,16,0.02,71.8,8,0.01,101,5
1982,"LMR","51",188,270,"Successive removal",0.03,32.4,8,0.093,79,26,0.005,115.5,2
1982,"LMR","52",187,400,"Successive removal",0.125,30.3,49,0.012,80,5,0.001,NA,NA
1982,"LMR","53",186,396,"Successive removal",0.044,30.1,17,0.002,NA,NA,0.001,NA,NA
1982,"LMR","54",194,229.5,"Successive removal",0.079,33.3,18,0.002,NA,NA,0.001,NA,NA
1982,"LMR","55",186,279,"Successive removal",0.003,NA,NA,0.002,NA,NA,0.001,NA,NA
1982,"UPS","14",190,325,"Successive removal",0.076,30.5,24,0.003,NA,NA,0.001,NA,NA
1982,"UPS","15",244,360,"Successive removal",0.161,53.2,57,0.058,79.9,21,0.003,103,1
1982,"UPS","16",243,400,"Successive removal",0.136,55.9,53,0.065,85.9,26,0.004,118,2
1982,"UPS","17",235,363,"Successive removal",0.296,50.1,105,0.066,80.3,24,0.005,105.5,2
1982,"UPS","19",250,210,"Successive removal",0.077,51.1,16,0.015,83,3,0.002,NA,NA
1982,"UPS","20",250,330,"Successive removal",0.047,52.7,15,0.008,83,2,0.001,NA,NA
1982,"UPS","21",224,400,"Successive removal",0.107,47,42,0.023,74.1,9,0.006,116.3,3
1982,"UPS","22",239,308,"Successive removal",0.146,51.1,44,0.155,82.2,48,0.011,120.5,4
1982,"UPS","23",230,483,"Successive removal",0.249,50.4,117,0.023,83,11,0.001,NA,NA
1982,"UPS","25",237,315,"Successive removal",0.084,50.9,26,0.056,84.7,18,0.016,113,6
1982,"UPS","26",236,300,"Successive removal",0.004,NA,NA,0.09,76.5,27,0.04,114.5,13
1982,"OTH","9",218,286,"Successive removal",0,NA,NA,0.211,82.5,59,0.013,123,4
1983,"RES","1",251,399.8,"Successive removal",0.194,54,72,0.293,80.7,110,0.075,109.2,29
1983,"RES","10",206,348.9,"Successive removal",0.003,NA,NA,0.013,88,4,0.007,103,2
1983,"RES","11",188,355.9,"Successive removal",0.003,NA,NA,0.08,76.1,27,0.017,112.2,6
1983,"RES","12",195,157.8,"Successive removal",0.005,NA,NA,0.01,98,1,0.043,119.4,7
1983,"RES","13",202,161.9,"Successive removal",0.005,NA,NA,0.006,NA,NA,0.004,NA,NA
1983,"RES","2",249,228.7,"Successive removal",0.011,50.5,2,0.02,66.8,4,0.003,NA,NA
1983,"RES","4",216,298.4,"Successive removal",0.162,46.2,45,0.135,77.4,39,0.03,101.9,9
1983,"RES","5",215,280.8,"Successive removal",0.121,48.5,32,0.086,75.6,23,0.116,101.9,32
1983,"RES","6",214,330,"Successive removal",0.445,43.9,133,0.017,77,5,0.007,93,2
1983,"RES","7",228,259.4,"Successive removal",0.204,49.1,49,0.243,76.3,61,0.058,107,15
1983,"RES","8",221,286.1,"Successive removal",0.348,44.6,90,0.026,78,7,0.005,93,1
1983,"KED","27",208,317.3,"Successive removal",0.187,44.2,54,0.036,78,11,0.002,NA,NA
1983,"KED","28",202,275.2,"Successive removal",0.876,36.4,216,0.037,79.5,10,0.002,NA,NA
1983,"KED","29",195,254,"Successive removal",0.059,35.1,14,0.093,72.1,23,0.008,110.5,2
1983,"KED","30",193,235.8,"Successive removal",0.677,34.9,146,0.034,69.2,8,0.002,NA,NA
1983,"KED","32",202,238,"Successive removal",0.004,NA,NA,0.004,NA,NA,0.008,95.5,2
1983,"KED","34",188,314.1,"Successive removal",0.003,NA,NA,0.003,NA,NA,0.002,NA,NA
1983,"KED","35",172,253.5,"Successive removal",0.004,NA,NA,0.004,NA,NA,0.002,NA,NA
1983,"KED","36",192,337.3,"Successive removal",0.003,NA,NA,0.025,74.9,8,0.029,105.5,10
1983,"KED","37",199,271.8,"Successive removal",0.006,33,1,0.009,63,2,0.007,100.5,2
1983,"KED","38",200,256.2,"Successive removal",0.059,41.2,14,0.088,75,22,0.018,101,5
1983,"KED","39",200,248.6,"Successive removal",0.276,37.8,63,0.285,77.4,67,0.112,114.8,28
1983,"KED","40",250,316.4,"Successive removal",0.033,58,10,0.045,89.4,14,0.025,123,8
1983,"KED","41",201,368.6,"Successive removal",0.127,39.3,43,0.165,76.4,58,0.029,110.3,11
1983,"KED","42",195,338.7,"Successive removal",0.074,32.8,23,0.019,68.8,6,0.026,106.3,9
1983,"LMR","43",207,198.2,"Successive removal",0.354,44.2,64,0.016,73,3,0.009,115.5,2
1983,"LMR","44",208,265.1,"Successive removal",0.736,41.2,178,0.077,77.2,20,0.021,98.8,6
1983,"LMR","45",207,286.8,"Successive removal",0.264,42.7,67,0.009,85.5,2,0.002,NA,NA
1983,"LMR","46",222,212.1,"Successive removal",0.358,50.7,70,0.158,82.8,33,0.03,115.9,7
1983,"LMR","47",207,241.3,"Successive removal",0.621,44.1,136,0.004,NA,NA,0.002,NA,NA
1983,"LMR","48",209,250.7,"Successive removal",0.065,52.3,15,0.117,88.5,29,0.011,118,3
1983,"LMR","49",209,260.6,"Successive removal",0.132,49.6,32,0.063,99.9,16,0.052,128.7,14
1983,"LMR","50",227,412.1,"Successive removal",0.196,51.3,74,0.086,82.1,34,0.021,114.7,9
1983,"LMR","51",186,355.8,"Successive removal",0.147,32.8,47,0.075,76.1,26,0.018,120.9,7
1983,"LMR","52",187,356.9,"Successive removal",0.289,32.9,93,0.021,78.7,7,0.008,121.3,3
1983,"LMR","53",185,457.5,"Successive removal",0.003,NA,NA,0.004,83,1,0.001,NA,NA
1983,"LMR","54",188,236.9,"Successive removal",0.005,NA,NA,0.004,NA,NA,0.002,NA,NA
1983,"LMR","55",181,351.9,"Successive removal",0.004,NA,NA,0.007,63,2,0.002,NA,NA
1983,"UPS","14",220,259.7,"Successive removal",0.144,44,34,0.029,74.4,7,0.005,103,1
1983,"UPS","15",242,300.2,"Successive removal",0.44,56.6,124,0.029,88,8,0.01,106.3,3
1983,"UPS","16",242,311,"Successive removal",0.601,57.1,175,0.147,88.9,44,0.01,123,3
1983,"UPS","17",243,269.9,"Successive removal",0.4,57.2,101,0.031,96.1,8,0.005,128,1
1983,"UPS","19",241,261.8,"Successive removal",0.204,51.7,49,0.06,87,15,0.054,118.7,14
1983,"UPS","20",241,327.7,"Successive removal",0.446,50.7,134,0.02,85.5,6,0.002,NA,NA
1983,"UPS","21",230,391.1,"Successive removal",0.285,50.1,102,0.023,86.8,8,0.013,112,5
1983,"UPS","22",236,304.2,"Successive removal",0.311,51.9,88,0.149,81.1,44,0.026,109.9,8
1983,"UPS","23",229,351.3,"Successive removal",0.24,50.2,76,0.072,88.8,24,0.073,116.8,25
1983,"UPS","24",234,318.6,"Successive removal",0.365,50.5,105,0.137,80.3,42,0.051,106.1,16
1983,"UPS","25",235,204.5,"Successive removal",0.5,48.4,96,0.055,81.6,11,0.038,113.6,8
1983,"UPS","26",235,297.2,"Successive removal",0.005,NA,NA,0.046,82.2,13,0.017,104,5
1983,"OTH","9",220,266.7,"Successive removal",0,NA,NA,0.007,90.5,2,0.047,111.8,12
1984,"RES","1",248,286.1,"Successive removal",0.082,54.4,22,0.164,80.5,46,0.034,120.5,10
1984,"RES","10",213,248.8,"Successive removal",0.005,NA,NA,0.004,NA,NA,0.002,NA,NA
1984,"RES","11",241,339.6,"Successive removal",0.995,54.2,314,0.066,87.5,22,0.029,103.5,10
1984,"RES","12",234,254.9,"Successive removal",0.004,NA,NA,0.007,93,1,0.023,128.8,6
1984,"RES","13",240,224.5,"Successive removal",0.005,NA,NA,0.004,NA,NA,0.002,NA,NA
1984,"RES","2",248,243,"Successive removal",0.215,56.3,49,0.004,NA,NA,0.002,NA,NA
1984,"RES","4",236,287.5,"Successive removal",0.179,49.5,48,0.128,72,36,0.048,107.6,14
1984,"RES","5",242,266.8,"Successive removal",0.16,54.6,37,0.133,83,32,0.084,119,21
1984,"RES","6",242,294.5,"Successive removal",0.109,47,30,0.024,83.7,7,0.007,108,2
1984,"RES","7",243,271.2,"Successive removal",0.396,48.9,99,0.074,81,20,0.01,113,3
1984,"RES","8",240,286.1,"Successive removal",0.626,48.4,163,0.061,83.3,17,0.002,NA,NA
1984,"KED","27",220,293,"Successive removal",0.372,44.1,98,0.018,86,5,0.004,128,1
1984,"KED","28",215,248.5,"Successive removal",0.508,38.2,115,0.01,78,2,0.002,NA,NA
1984,"KED","29",215,181.1,"Successive removal",0.287,43,48,0.132,81.3,24,0.003,NA,NA
1984,"KED","30",178,262,"Successive removal",0.307,32.6,74,0.078,60.5,20,0.005,93,1
1984,"KED","32",220,313.7,"Successive removal",0.003,NA,NA,0.003,NA,NA,0.018,114.7,6
1984,"KED","34",221,312.5,"Successive removal",0.003,NA,NA,0.003,NA,NA,0.004,138,1
1984,"KED","35",186,196.5,"Successive removal",0.004,NA,NA,0.007,78,1,0.006,108,1
1984,"KED","36",185,277.5,"Successive removal",0.003,NA,NA,0.006,83,1,0.041,100.9,12
1984,"KED","37",186,224.9,"Successive removal",0.01,30.5,2,0.011,78,2,0.002,NA,NA
1984,"KED","38",180,260.5,"Successive removal",0.013,33,3,0.062,66.4,16,0.018,91,5
1984,"KED","39",214,231.4,"Successive removal",0.443,42.5,95,0.138,82.4,31,0.072,114.5,17
1984,"KED","40",180,213.5,"Successive removal",0.004,NA,NA,0.129,68.4,27,0.048,99.8,11
1984,"KED","41",214,252,"Successive removal",0.419,39.3,98,0.064,80.2,16,0.019,111,5
1984,"KED","42",187,273.4,"Successive removal",0.003,NA,NA,0.041,77.1,11,0.036,103.5,10
1984,"LMR","43",228,247.1,"Successive removal",0.631,54.6,141,0.02,92,5,0.009,103,3
1984,"LMR","44",221,267.2,"Successive removal",0.599,44.2,147,0.025,83.7,7,0.003,118,1
1984,"LMR","45",235,376.9,"Successive removal",0.742,54.7,262,0.024,97.4,9,0.001,NA,NA
1984,"LMR","46",235,214.1,"Successive removal",0.32,51.9,63,0.107,85.4,23,0.028,112.3,7
1984,"LMR","47",234,233.1,"Successive removal",0.033,51.6,7,0.003,NA,NA,0.001,NA,NA
1984,"LMR","48",228,359.7,"Successive removal",0.045,62,15,0.042,101.7,15,0.001,NA,NA
1984,"LMR","49",241,236.2,"Successive removal",0.005,NA,NA,0.076,109.7,18,0.017,138,5
1984,"LMR","50",233,398.2,"Successive removal",0.43,52.1,157,0.031,93.4,12,0.002,128,1
1984,"LMR","51",222,260.9,"Successive removal",0.249,44.8,60,0.069,88.8,18,0.001,NA,NA
1984,"LMR","52",227,253.3,"Successive removal",0.284,45.4,67,0.006,78,1,0.003,148,1
1984,"LMR","53",227,279.5,"Successive removal",0.125,46.8,32,0.011,99.7,3,0.001,NA,NA
1984,"LMR","54",226,201.1,"Successive removal",0.005,NA,NA,0.004,NA,NA,0.001,NA,NA
1984,"LMR","55",226,277.5,"Successive removal",0.004,NA,NA,0.003,NA,NA,0.001,NA,NA
1984,"UPS","14",209,259.7,"Successive removal",0.185,41.8,45,0.043,77.5,11,0.004,103,1
1984,"UPS","15",206,291.7,"Successive removal",0.308,41.4,82,0.028,79.2,8,0.002,NA,NA
1984,"UPS","16",206,269.3,"Successive removal",0.272,40,66,0.061,79.9,16,0.004,103,1
1984,"UPS","17",201,246.7,"Successive removal",0.252,37.8,56,0.018,85.5,4,0.002,NA,NA
1984,"UPS","19",201,183.2,"Successive removal",0.214,32.9,36,0.028,73,5,0.002,NA,NA
1984,"UPS","20",200,172.5,"Successive removal",0.33,36.6,52,0.019,78,3,0.002,NA,NA
1984,"UPS","21",200,275.7,"Successive removal",0.092,35,23,0.019,74,5,0.004,93,1
1984,"UPS","22",208,242,"Successive removal",0.215,43.7,47,0.067,82.1,16,0.014,114.2,4
1984,"UPS","23",212,383.6,"Successive removal",0.213,44.3,74,0.104,89.1,38,0.035,120.5,14
1984,"UPS","24",208,416.5,"Successive removal",0.071,42.3,27,0.108,79.6,43,0.013,113.8,6
1984,"UPS","25",207,186.3,"Successive removal",0.089,41.6,14,0.019,84.7,3,0.019,115.5,4
1984,"UPS","26",207,272.8,"Successive removal",0.005,NA,NA,0.006,78,1,0.013,115.5,4
1984,"OTH","9",202,231.6,"Successive removal",0,NA,NA,0,NA,NA,0.021,105,5
1985,"RES","1",246,343.4,"Successive removal",0.199,54.3,63,0.207,86.8,68,0.065,124.6,22
1985,"RES","10",196,251.5,"Successive removal",0.005,NA,NA,0.009,73,1,0.002,NA,NA
1985,"RES","11",220,372.6,"Successive removal",0.173,46.8,60,0.109,81.4,38,0.004,128,1
1985,"RES","12",204,272.5,"Successive removal",0.004,NA,NA,0.133,81.7,34,0.054,110.3,15
1985,"RES","13",213,196.7,"Successive removal",0.005,NA,NA,0.006,NA,NA,0.003,NA,NA
1985,"RES","4",221,298.5,"Successive removal",0.289,48.6,80,0.126,77,36,0.004,108,1
1985,"RES","5",238,368.6,"Successive removal",0.502,50.6,172,0.218,85.4,77,0.072,124.5,26
1985,"RES","6",238,317.4,"Successive removal",0.21,48.7,62,0.034,83,10,0.002,NA,NA
1985,"RES","7",234,271,"Successive removal",0.712,48.3,177,0.283,78.1,75,0.066,113.6,18
1985,"KED","27",232,333,"Successive removal",0.754,46.1,230,0.11,83.6,35,0.004,113,1
1985,"KED","28",226,263.6,"Successive removal",0.514,41.9,128,0.139,76.9,36,0.014,124.2,4
1985,"KED","29",225,179.2,"Successive removal",0.438,46.9,74,0.255,79.1,45,0.014,121.3,3
1985,"KED","30",177,274.8,"Successive removal",0.563,32.1,142,0.068,63,18,0.002,NA,NA
1985,"KED","32",204,237.3,"Successive removal",0.004,NA,NA,0.031,89.4,7,0.002,NA,NA
1985,"KED","34",184,311,"Successive removal",0.003,NA,NA,0.012,83,3,0.018,103,6
1985,"KED","35",178,298,"Successive removal",0.003,NA,NA,0.016,80.5,4,0.022,93,7
1985,"KED","36",178,356.4,"Successive removal",0.003,NA,NA,0.016,79,5,0.013,98,5
1985,"KED","37",219,250.5,"Successive removal",0.004,NA,NA,0.005,NA,NA,0.002,NA,NA
1985,"KED","38",185,245.3,"Successive removal",0.118,33,27,0.12,73,28,0.002,NA,NA
1985,"KED","39",218,273,"Successive removal",0.349,40.8,89,0.152,76.8,40,0.017,113,5
1985,"KED","40",185,297.7,"Successive removal",0.003,NA,NA,0.186,70.9,54,0.039,108,12
1985,"KED","41",219,270.5,"Successive removal",0.148,40.4,38,0.084,75.7,22,0.007,118,2
1985,"KED","42",184,274.8,"Successive removal",0.102,30.9,26,0.007,73,1,0.038,108,11
1985,"LMR","43",231,268.9,"Successive removal",0.81,48.6,204,0.163,89.7,42,0.009,124.7,3
1985,"LMR","45",205,281.7,"Successive removal",0.622,36.6,160,0.083,82.6,23,0.003,108,1
1985,"LMR","46",227,214.6,"Successive removal",0.63,49.3,129,0.188,82.6,40,0.011,124.7,3
1985,"LMR","47",227,253.4,"Successive removal",0.012,53,3,0.02,83,5,0.004,113,1
1985,"LMR","49",226,246,"Successive removal",0.003,NA,NA,0.006,103,1,0.004,128,1
1985,"LMR","50",231,282.2,"Successive removal",0.003,NA,NA,0.193,81.8,53,0.009,121.3,3
1985,"LMR","51",203,180.1,"Successive removal",0.098,34.8,17,0.198,79.9,35,0.013,119.7,3
1985,"LMR","52",225,245.6,"Successive removal",0.003,NA,NA,0.004,NA,NA,0.01,136.3,3
1985,"LMR","53",225,243.5,"Successive removal",0.003,NA,NA,0.004,NA,NA,0.001,NA,NA
1985,"LMR","54",224,191.1,"Successive removal",0.003,NA,NA,0.004,NA,NA,0.002,NA,NA
1985,"LMR","55",224,247.7,"Successive removal",0.003,NA,NA,0.004,NA,NA,0.002,NA,NA
1985,"UPS","14",239,277.5,"Successive removal",0.18,49.8,47,0.046,78.4,12,0.004,113,1
1985,"UPS","15",212,373.7,"Successive removal",0.463,39.6,160,0.037,80.7,13,0.004,113,1
1985,"UPS","16",240,259.6,"Successive removal",0.619,46.5,149,0.2,79,50,0.014,125.5,4
1985,"UPS","17",240,315.8,"Successive removal",0.311,47.4,90,0.157,84.6,47,0.028,122.4,9
1985,"UPS","21",232,269.5,"Successive removal",0.437,40.9,111,0.07,84.1,18,0.014,128,4
1985,"UPS","22",207,267.6,"Successive removal",0.392,36.2,97,0.037,78,9,0.002,NA,NA
1985,"UPS","23",241,389.1,"Successive removal",0.267,51.5,96,0.214,89.8,79,0.036,125.5,14
1985,"UPS","24",233,434.1,"Successive removal",0.003,NA,NA,0.086,84.4,36,0.035,111.3,15
1985,"UPS","25",233,234.6,"Successive removal",0.005,NA,NA,0.076,88,17,0.005,118,1
1985,"UPS","26",211,286.9,"Successive removal",0.004,NA,NA,0.041,83.9,11,0.01,114.7,3
1985,"OTH","9",239,225.5,"Successive removal",0,NA,NA,0.032,99.4,7,0.017,136.8,4
1986,"RES","11",205,352.7,"Successive removal",0.233,41.3,76,0.137,79.3,46,0.024,111.1,8
1986,"RES","12",203,231.5,"Successive removal",0.005,NA,NA,0.052,93.9,11,0.061,120.1,14
